"Rang meiste Runden", Spieler, Rundenanzahl, Runden, Punkte, "Rang Punkte"
1, Aegyptischer_Panda, 8, "1, 2, 3, 4, 5, 6, 7, 8", 36, 1
1, GawrilaGhul, 8, "1, 2, 3, 4, 5, 6, 7, 8", 36, 1
1, DontCallMeChicken, 8, "1, 2, 3, 4, 5, 6, 7, 8", 24, 2
1, Peter_Hahn, 8, "1, 2, 3, 4, 5, 6, 7, 8", 12, 3
1, ska_raccoon, 8, "1, 2, 3, 4, 5, 6, 7, 8", 12, 3
